Name,Type,Origin,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length
Dodge,Sedan,USA,20220.0,18821.0,2.4,4.0,150,21,28,3175,108,191
Dodge,Sedan,USA,24885.0,23058.0,3.5,6.0,232,18,27,3487,113,204
Dodge,Sedan,USA,21795.0,20508.0,2.4,4.0,150,20,26,3862,113,189
Dodge,Sedan,USA,32660.0,29812.0,3.8,6.0,215,18,25,4440,119,201
Dodge,Sports,USA,81795.0,74451.0,8.3,10.0,500,12,20,3410,99,176
Dodge,Truck,USA,17630.0,16264.0,3.7,6.0,210,16,22,3714,112,193
Dodge,Truck,USA,20300.0,18670.0,3.7,6.0,210,16,22,3829,131,219
Dodge,Truck,USA,20215.0,18076.0,3.7,6.0,215,16,21,4542,121,208
Ford,SUV,USA,41475.0,36494.0,6.8,10.0,310,10,13,7190,137,227
Ford,SUV,USA,34560.0,30468.0,4.6,8.0,232,15,19,5000,119,206
Ford,SUV,USA,29670.0,26983.0,4.0,6.0,210,15,20,4463,114,190
Ford,SUV,USA,22515.0,20907.0,3.0,6.0,201,18,23,3346,103,173
Ford,Sedan,USA,13270.0,12482.0,2.0,4.0,130,26,33,2612,103,168
Ford,Sedan,USA,13730.0,12906.0,2.0,4.0,110,27,36,2606,103,168
Ford,Sedan,USA,15460.0,14496.0,2.0,4.0,130,26,33,2606,103,168
Ford,Sedan,USA,15580.0,14607.0,2.0,4.0,130,26,33,2691,103,168
Ford,Sedan,USA,19135.0,17878.0,2.0,4.0,170,21,28,2750,103,168
Ford,Sedan,USA,20320.0,18881.0,3.0,6.0,155,20,27,3306,109,198
Ford,Sedan,USA,22735.0,20857.0,3.0,6.0,201,19,26,3313,109,198
Ford,Sedan,USA,24345.0,22856.0,4.6,8.0,224,17,25,4057,115,212
Ford,Sedan,USA,27370.0,25105.0,4.6,8.0,224,17,25,4057,115,212
Ford,Sedan,USA,30315.0,27756.0,4.6,8.0,239,17,25,4057,115,212
Ford,Sedan,USA,26930.0,24498.0,3.9,6.0,193,17,23,4275,121,201
Ford,Sports,USA,18345.0,16943.0,3.8,6.0,193,20,29,3290,101,183
Ford,Sports,USA,29380.0,26875.0,4.6,8.0,260,17,25,3347,101,183
Ford,Sports,USA,37530.0,34483.0,3.9,8.0,280,17,24,3780,107,186
Ford,Truck,USA,22010.0,19490.0,4.6,8.0,231,15,19,4788,126,211
Ford,Truck,USA,33540.0,29405.0,5.4,8.0,300,14,18,5464,133,218
Ford,Truck,USA,14385.0,13717.0,2.3,4.0,143,24,29,3028,111,188
Ford,Wagon,USA,17475.0,16375.0,2.0,4.0,130,26,33,2702,103,178
Ford,Wagon,USA,22290.0,20457.0,3.0,6.0,155,19,26,3497,109,198
GMC,SUV,USA,31890.0,28922.0,4.2,6.0,275,15,19,4945,129,208
GMC,SUV,USA,35725.0,31361.0,4.8,8.0,285,16,19,5042,116,199
GMC,SUV,USA,46265.0,40534.0,6.0,8.0,325,13,17,6133,130,219
GMC,Sedan,USA,25640.0,23215.0,4.3,6.0,190,16,20,4309,111,190
GMC,Truck,USA,16530.0,14877.0,2.8,4.0,175,18,25,3351,111,192
GMC,Truck,USA,25717.0,22604.0,4.8,8.0,285,17,20,4548,144,230
GMC,Truck,USA,29322.0,25759.0,6.0,8.0,300,13,18,5440,133,222
GMC,Truck,USA,25395.0,23043.0,4.3,6.0,190,15,19,4083,123,208
Honda,Hybrid,Asia,20140.0,18451.0,1.4,4.0,93,46,51,2732,103,175
Honda,Hybrid,Asia,19110.0,17911.0,2.0,3.0,73,60,66,1850,95,155
Honda,SUV,Asia,27560.0,24843.0,3.5,6.0,240,17,22,4387,106,188
Honda,SUV,Asia,19860.0,18419.0,2.4,4.0,160,21,25,3258,103,179
Honda,SUV,Asia,18690.0,17334.0,2.4,4.0,160,21,24,3468,101,167
Honda,Sedan,Asia,13270.0,12175.0,1.7,4.0,115,32,38,2432,103,175
Honda,Sedan,Asia,14170.0,12996.0,1.7,4.0,117,36,44,2500,103,175
Honda,Sedan,Asia,15850.0,14531.0,1.7,4.0,115,32,38,2513,103,175
Honda,Sedan,Asia,19860.0,17924.0,2.4,4.0,160,26,34,2994,105,188
Honda,Sedan,Asia,22260.0,20080.0,2.4,4.0,160,26,34,3047,105,188
Honda,Sedan,Asia,17750.0,16265.0,1.7,4.0,127,32,37,2601,103,175
Honda,Sedan,Asia,19490.0,17849.0,2.0,4.0,160,26,30,2782,101,166
Honda,Sedan,Asia,23760.0,21428.0,3.0,6.0,240,21,30,3349,108,190
Honda,Sedan,Asia,26960.0,24304.0,3.0,6.0,240,21,30,3294,105,188
Honda,Sedan,Asia,24950.0,22498.0,3.5,6.0,240,18,25,4310,118,201
Honda,Sedan,Asia,27450.0,24744.0,3.5,6.0,240,18,25,4365,118,201
Honda,Sports,Asia,33260.0,29965.0,2.2,4.0,240,20,25,2835,95,162
Hummer,SUV,USA,49995.0,45815.0,6.0,8.0,316,10,12,6400,123,190
Hyundai,SUV,Asia,21589.0,20201.0,2.7,6.0,173,20,26,3549,103,177
Hyundai,Sedan,Asia,10539.0,10107.0,1.6,4.0,103,29,33,2255,96,167
Hyundai,Sedan,Asia,11839.0,11116.0,1.6,4.0,103,29,33,2290,96,167
Hyundai,Sedan,Asia,11939.0,11209.0,1.6,4.0,103,29,33,2339,96,167
Hyundai,Sedan,Asia,13839.0,12781.0,2.0,4.0,138,26,34,2635,103,178
Hyundai,Sedan,Asia,15389.0,14207.0,2.0,4.0,138,26,34,2635,103,178
Hyundai,Sedan,Asia,15389.0,14207.0,2.0,4.0,138,26,34,2698,103,178
Hyundai,Sedan,Asia,19339.0,17574.0,2.7,6.0,170,19,27,3217,106,187
Hyundai,Sedan,Asia,20339.0,18380.0,2.7,6.0,170,19,27,3217,106,187
Hyundai,Sedan,Asia,24589.0,22055.0,3.5,6.0,194,17,26,3651,108,192
Hyundai,Sedan,Asia,26189.0,23486.0,3.5,6.0,194,17,26,3651,108,192
Hyundai,Sports,Asia,18739.0,17101.0,2.7,6.0,172,19,26,3023,100,173
Infiniti,Sedan,Asia,28495.0,26157.0,3.5,6.0,260,18,26,3336,112,187
Infiniti,Sedan,Asia,29795.0,27536.0,3.5,6.0,280,18,26,3416,112,182
Infiniti,Sedan,Asia,32445.0,29783.0,3.5,6.0,260,18,26,3677,112,187
Infiniti,Sedan,Asia,31145.0,28320.0,3.5,6.0,255,19,26,3306,108,194
Infiniti,Sedan,Asia,42845.0,38792.0,4.5,8.0,340,17,23,3851,110,197
Infiniti,Sedan,Asia,52545.0,47575.0,4.5,8.0,340,17,23,3977,113,200
Infiniti,Wagon,Asia,34895.0,31756.0,3.5,6.0,280,16,22,4056,112,189
Infiniti,Wagon,Asia,36395.0,33121.0,4.5,8.0,315,15,19,4309,112,189
Isuzu,SUV,Asia,31849.0,29977.0,4.2,6.0,275,15,20,4967,129,208
Isuzu,SUV,Asia,20449.0,19261.0,3.2,6.0,193,17,21,3836,106,178
Jaguar,Sedan,Europe,29995.0,27355.0,2.5,6.0,192,18,26,3428,107,184
Jaguar,Sedan,Europe,33995.0,30995.0,3.0,6.0,227,18,25,3516,107,184
Jaguar,Sedan,Europe,43895.0,40004.0,3.0,6.0,235,18,26,3777,115,192
Jaguar,Sedan,Europe,49995.0,45556.0,4.2,8.0,294,18,28,3874,115,192
Jaguar,Sedan,Europe,63120.0,57499.0,4.2,8.0,390,17,24,4046,115,192
Jaguar,Sedan,Europe,68995.0,62846.0,4.2,8.0,294,18,28,3803,119,200
Jaguar,Sedan,Europe,59995.0,54656.0,4.2,8.0,294,18,28,3803,119,200
Jaguar,Sedan,Europe,74995.0,68306.0,4.2,8.0,390,17,24,3948,119,200
Jaguar,Sports,Europe,69995.0,63756.0,4.2,8.0,294,18,26,3779,102,187
Jaguar,Sports,Europe,74995.0,68306.0,4.2,8.0,294,18,26,3980,102,187
Jaguar,Sports,Europe,81995.0,74676.0,4.2,8.0,390,16,23,3865,102,187
Jaguar,Sports,Europe,86995.0,79226.0,4.2,8.0,390,16,23,4042,102,187
Jeep,SUV,USA,27905.0,25686.0,4.0,6.0,195,16,21,3790,106,181
Jeep,SUV,USA,20130.0,18973.0,2.4,4.0,150,20,24,3826,104,174
Jeep,SUV,USA,25520.0,23275.0,4.0,6.0,190,16,19,3575,93,150
Kia,SUV,Asia,19635.0,18630.0,3.5,6.0,192,16,19,4112,107,180
Kia,Sedan,Asia,16040.0,14910.0,2.4,4.0,138,23,30,3281,106,186
Kia,Sedan,Asia,10280.0,9875.0,1.6,4.0,104,26,33,2403,95,167
Kia,Sedan,Asia,11155.0,10705.0,1.6,4.0,104,25,32,2458,95,167
Kia,Sedan,Asia,12360.0,11630.0,1.8,4.0,124,24,32,2661,101,178
Kia,Sedan,Asia,13580.0,12830.0,1.8,4.0,124,24,32,2686,101,178
Kia,Sedan,Asia,14630.0,13790.0,1.8,4.0,124,24,32,2697,101,178
Kia,Sedan,Asia,18435.0,16850.0,2.7,6.0,170,20,27,3279,106,186
Kia,Sedan,Asia,26000.0,23764.0,3.5,6.0,195,17,25,4021,110,196
Kia,Sedan,Asia,20615.0,19400.0,3.5,6.0,195,16,22,4802,115,194
Kia,Wagon,Asia,11905.0,11410.0,1.6,4.0,104,26,33,2447,95,167
Land Rover,SUV,Europe,72250.0,65807.0,4.4,8.0,282,12,16,5379,113,195
Land Rover,SUV,Europe,39250.0,35777.0,4.6,8.0,217,12,16,4576,100,185
Land Rover,SUV,Europe,25995.0,23969.0,2.5,6.0,174,18,21,3577,101,175
Lexus,SUV,Asia,45700.0,39838.0,4.7,8.0,235,15,19,4740,110,188
Lexus,SUV,Asia,64800.0,56455.0,4.7,8.0,235,13,17,5590,112,193
Lexus,SUV,Asia,39195.0,34576.0,3.3,6.0,230,18,24,4065,107,186
Lexus,Sedan,Asia,32350.0,28755.0,3.3,6.0,225,20,29,3460,107,191
Lexus,Sedan,Asia,31045.0,27404.0,3.0,6.0,215,18,25,3255,105,177
Lexus,Sedan,Asia,32415.0,28611.0,3.0,6.0,215,18,24,3285,105,177
Lexus,Sedan,Asia,41010.0,36196.0,3.0,6.0,220,18,25,3649,110,189
Lexus,Sedan,Asia,48450.0,42232.0,4.3,8.0,300,18,23,3715,110,189
Lexus,Sedan,Asia,55750.0,48583.0,4.3,8.0,290,18,25,3990,115,197
Lexus,Sports,Asia,63200.0,55063.0,4.3,8.0,300,18,23,3840,103,178
Lexus,Wagon,Asia,32455.0,28647.0,3.0,6.0,215,18,24,3410,105,177
Lincoln,SUV,USA,52775.0,46360.0,5.4,8.0,300,13,18,5969,119,206
Lincoln,SUV,USA,42915.0,39443.0,4.6,8.0,302,13,18,4834,114,193
Lincoln,Sedan,USA,32495.0,29969.0,3.0,6.0,232,20,26,3681,115,194
Lincoln,Sedan,USA,36895.0,33929.0,3.0,6.0,232,20,26,3681,115,194
Lincoln,Sedan,USA,40095.0,36809.0,3.9,8.0,280,17,24,3768,115,194
Lincoln,Sedan,USA,43495.0,39869.0,3.9,8.0,280,17,24,3768,115,194
Lincoln,Sedan,USA,41815.0,38418.0,4.6,8.0,239,17,25,4369,118,215
Lincoln,Sedan,USA,44925.0,41217.0,4.6,8.0,239,17,25,4369,118,215
Lincoln,Sedan,USA,50470.0,46208.0,4.6,8.0,239,17,25,4474,124,221
MINI,Sedan,Europe,16999.0,15437.0,1.6,4.0,115,28,37,2524,97,143
MINI,Sedan,Europe,19999.0,18137.0,1.6,4.0,163,25,34,2678,97,144
Mazda,SUV,Asia,21087.0,19742.0,2.0,4.0,130,22,25,3091,103,173
Mazda,Sedan,Asia,15500.0,14525.0,2.0,4.0,148,26,34,2696,104,178
Mazda,Sedan,Asia,17200.0,15922.0,2.3,4.0,160,25,31,2762,104,179
Mazda,Sedan,Asia,19270.0,17817.0,2.3,4.0,160,24,32,3042,105,187
Mazda,Sedan,Asia,28750.0,26600.0,3.0,6.0,200,18,25,3812,112,188
Mazda,Sports,Asia,22388.0,20701.0,1.8,4.0,142,23,28,2387,89,156
Mazda,Sports,Asia,25193.0,23285.0,1.8,4.0,142,23,28,2387,89,156
Mazda,Truck,Asia,14840.0,14070.0,2.3,4.0,143,24,29,2960,112,188
Mazda,Truck,Asia,22350.0,20482.0,4.0,6.0,207,15,19,3571,126,203
Mercedes-Benz,SUV,Europe,76870.0,71540.0,5.0,8.0,292,13,14,5423,112,186
Mercedes-Benz,SUV,Europe,46470.0,43268.0,5.0,8.0,288,14,17,4874,111,183
Mercedes-Benz,Sedan,Europe,26060.0,24249.0,1.8,4.0,189,22,30,3250,107,178
Mercedes-Benz,Sedan,Europe,28370.0,26435.0,3.2,6.0,215,19,26,3430,107,178
Mercedes-Benz,Sedan,Europe,32280.0,30071.0,2.6,6.0,168,20,25,3360,107,178
Mercedes-Benz,Sedan,Europe,33480.0,31187.0,2.6,6.0,168,19,25,3360,107,178
Mercedes-Benz,Sedan,Europe,35920.0,33456.0,3.2,6.0,215,19,26,3430,107,178
Mercedes-Benz,Sedan,Europe,37630.0,35046.0,3.2,6.0,215,20,26,3450,107,178
Mercedes-Benz,Sedan,Europe,38830.0,36162.0,3.2,6.0,215,19,27,3450,107,178
Mercedes-Benz,Sedan,Europe,52120.0,48522.0,3.2,6.0,349,16,21,3540,107,178
Mercedes-Benz,Sedan,Europe,94820.0,88324.0,5.0,8.0,302,16,24,4085,114,196
Mercedes-Benz,Sedan,Europe,128420.0,119600.0,5.5,12.0,493,13,19,4473,114,196
Mercedes-Benz,Sedan,Europe,45707.0,41966.0,3.2,6.0,215,20,26,3770,107,183
Mercedes-Benz,Sedan,Europe,52800.0,49104.0,5.0,8.0,302,17,22,3585,107,183
Mercedes-Benz,Sedan,Europe,48170.0,44849.0,3.2,6.0,221,19,27,3635,112,190
Mercedes-Benz,Sedan,Europe,57270.0,53382.0,5.0,8.0,302,16,20,3815,112,190
Mercedes-Benz,Sedan,Europe,74320.0,69168.0,4.3,8.0,275,18,26,4160,122,203
Mercedes-Benz,Sedan,Europe,86970.0,80939.0,5.0,8.0,302,16,24,4390,122,203
Mercedes-Benz,Sports,Europe,90520.0,84325.0,5.0,8.0,302,16,23,4065,101,179
Mercedes-Benz,Sports,Europe,121770.0,113388.0,5.5,8.0,493,14,21,4235,101,179
Mercedes-Benz,Sports,Europe,126670.0,117854.0,5.5,12.0,493,13,19,4429,101,179
Mercedes-Benz,Sports,Europe,40320.0,37548.0,2.3,4.0,192,21,29,3055,95,158
Mercedes-Benz,Sports,Europe,56170.0,52289.0,3.2,6.0,349,17,22,3220,95,158
Mercedes-Benz,Wagon,Europe,33780.0,31466.0,2.6,6.0,168,19,25,3470,107,179
Mercedes-Benz,Wagon,Europe,50670.0,47174.0,3.2,6.0,221,19,27,3966,112,190
Mercedes-Benz,Wagon,Europe,60670.0,56474.0,5.0,8.0,302,16,24,4230,112,190
Mercury,SUV,USA,29995.0,27317.0,4.0,6.0,210,16,21,4374,114,190
Mercury,Sedan,USA,21595.0,19848.0,3.0,6.0,155,20,27,3308,109,200
Mercury,Sedan,USA,24695.0,23217.0,4.6,8.0,224,17,25,4052,115,212
Mercury,Sedan,USA,29595.0,27148.0,4.6,8.0,224,17,25,4052,115,212
Mercury,Sedan,USA,23895.0,21918.0,3.0,6.0,201,19,26,3315,109,200
Mercury,Sedan,USA,30895.0,28318.0,4.6,8.0,224,17,25,4052,115,212
Mercury,Sedan,USA,34495.0,31558.0,4.6,8.0,302,17,23,4195,115,212
Mercury,Sedan,USA,33995.0,30846.0,4.2,6.0,201,16,23,4340,121,202
Mercury,Wagon,USA,22595.0,20748.0,3.0,6.0,155,19,26,3488,109,198
Mitsubishi,SUV,Asia,30492.0,28330.0,3.8,6.0,215,17,21,4134,109,190
Mitsubishi,SUV,Asia,33112.0,30763.0,3.8,6.0,215,15,19,4718,110,190
Mitsubishi,SUV,Asia,18892.0,17569.0,2.4,4.0,160,21,27,3240,103,179
Mitsubishi,Sedan,Asia,14622.0,13751.0,2.0,4.0,120,25,31,2656,102,181
Mitsubishi,Sedan,Asia,16722.0,15718.0,2.0,4.0,120,25,31,2795,102,181
Mitsubishi,Sedan,Asia,19312.0,17957.0,2.4,4.0,160,23,30,3351,108,191
Mitsubishi,Sedan,Asia,17232.0,16196.0,2.0,4.0,120,25,31,2744,102,181
Mitsubishi,Sedan,Asia,29282.0,27250.0,3.5,6.0,205,18,25,3549,107,194
Mitsubishi,Sedan,Asia,25700.0,23883.0,3.8,6.0,230,18,26,3649,108,191
Mitsubishi,Sports,Asia,25092.0,23456.0,3.0,6.0,210,21,28,3241,101,177
Mitsubishi,Sports,Asia,26992.0,25218.0,3.0,6.0,210,21,28,3296,101,177
Mitsubishi,Sports,Asia,29562.0,27466.0,2.0,4.0,271,18,26,3263,103,179
Mitsubishi,Wagon,Asia,17495.0,16295.0,2.4,4.0,160,25,31,3020,102,181
Nissan,SUV,Asia,33840.0,30815.0,5.6,8.0,305,13,19,5013,123,207
Nissan,SUV,Asia,27339.0,25972.0,3.5,6.0,240,16,21,3871,106,183
Nissan,SUV,Asia,20939.0,19512.0,3.3,6.0,180,17,20,3760,104,178
Nissan,Sedan,Asia,12740.0,12205.0,1.8,4.0,126,28,35,2513,100,178
Nissan,Sedan,Asia,14740.0,13747.0,1.8,4.0,126,28,35,2581,100,178
Nissan,Sedan,Asia,19240.0,18030.0,2.5,4.0,175,21,26,3039,110,192
Nissan,Sedan,Asia,17640.0,16444.0,2.5,4.0,165,23,28,2761,100,178
Nissan,Sedan,Asia,23290.0,21580.0,3.5,6.0,245,21,26,3197,110,192
Nissan,Sedan,Asia,27490.0,25182.0,3.5,6.0,265,20,28,3473,111,194
Nissan,Sedan,Asia,29440.0,26966.0,3.5,6.0,265,20,28,3476,111,194
Nissan,Sedan,Asia,24780.0,22958.0,3.5,6.0,240,19,26,4012,124,204
Nissan,Sedan,Asia,32780.0,30019.0,3.5,6.0,240,18,25,4175,124,204
